race,classtype,yearssmall,hsgrad,g4math,g4reading
1,2,0,0,707,697
2,3,2,1,731,715
1,3,0,1,789,729
1,3,0,1,730,701
1,3,0,1,717,683
1,2,0,1,707,726
1,3,0,1,773,724
1,2,0,1,821,721
2,3,1,1,723,686
1,2,0,1,701,696
1,2,0,1,744,716
2,2,0,1,639,620
1,2,0,1,821,763
1,3,0,1,704,718
1,3,0,1,749,733
1,2,0,1,744,771
1,1,1,1,727,737
1,2,0,1,674,713
1,1,4,1,766,743
1,3,0,1,701,698
1,3,0,1,734,731
1,2,0,1,741,741
1,2,3,1,705,776
1,2,0,1,742,741
1,1,4,1,707,719
1,2,2,1,775,722
1,1,4,1,709,754
1,2,0,1,705,734
2,3,0,1,716,738
1,2,0,0,678,528
2,1,4,1,689,734
2,2,0,1,641,694
1,1,4,1,731,712
1,2,0,1,719,836
1,3,0,1,741,763
1,3,0,1,647,662
1,3,0,1,758,742
1,1,4,1,705,757
1,1,4,1,655,689
1,2,0,1,727,776
1,3,3,1,775,706
1,3,3,1,719,754
1,2,0,1,719,836
1,2,0,1,682,745
1,3,0,1,726,727
1,2,0,1,758,750
1,1,4,0,724,727
1,3,0,1,661,644
1,3,2,1,714,690
1,2,0,1,715,709
1,1,4,1,679,738
1,3,0,1,729,749
1,2,0,1,710,750
1,3,2,1,726,716
1,2,0,1,708,741
1,3,0,1,769,771
1,3,0,1,732,785
1,2,2,1,728,836
1,2,0,1,729,745
1,3,0,1,741,712
1,1,4,1,758,769
1,1,4,1,771,763
1,2,0,1,753,740
1,1,4,1,717,778
1,3,0,1,731,727
1,1,4,1,741,836
1,1,4,1,740,763
1,3,0,0,630,713
1,2,0,1,821,776
1,2,0,1,758,720
1,3,0,1,680,737
1,3,0,1,716,740
1,1,4,1,747,760
1,3,2,1,692,705
1,3,0,1,694,731
1,3,0,1,674,690
1,1,4,1,733,718
1,1,4,1,743,713
1,1,4,1,487,689
2,2,3,1,703,709
1,1,4,1,712,732
1,2,0,1,743,760
1,3,0,1,718,694
1,3,0,1,695,722
1,2,0,1,727,754
1,2,0,1,714,714
1,1,3,1,722,693
1,2,0,1,711,720
1,1,4,1,758,836
1,1,4,1,731,678
1,2,0,1,821,742
2,2,2,1,711,684
1,2,0,1,821,732
1,3,0,1,706,709
1,2,3,1,706,836
1,1,4,1,738,836
3,3,0,1,821,784
1,2,3,1,758,794
1,2,0,1,706,757
1,2,0,1,724,741
1,2,0,1,758,753
1,3,0,1,679,615
1,3,0,1,763,734
1,1,4,1,758,750
1,1,4,0,641,677
2,1,3,1,690,699
1,3,0,1,645,563
2,2,0,1,730,763
1,1,4,1,671,764
1,3,0,1,767,720
1,3,0,1,731,706
1,2,0,1,738,725
1,3,0,1,666,761
1,2,0,1,713,604
1,1,4,1,708,676
1,2,0,1,712,724
1,1,4,1,821,702
1,3,0,1,783,702
1,1,4,1,723,724
1,1,3,1,729,704
1,3,0,1,761,750
1,2,1,1,716,725
1,2,1,1,758,761
2,2,0,1,675,687
1,3,0,1,721,717
1,1,4,1,698,836
2,1,4,1,758,750
1,3,0,1,693,691
1,3,0,1,700,710
1,2,3,0,718,836
1,3,0,1,758,836
1,2,0,1,714,667
1,1,4,1,726,704
1,1,4,1,711,739
1,1,4,1,711,691
1,3,0,1,712,744
1,2,2,1,775,698
1,1,4,1,675,745
1,1,4,1,691,698
1,1,4,1,758,778
2,1,4,0,629,699
1,2,0,1,718,697
1,2,0,1,683,728
1,2,0,1,728,760
1,2,0,1,729,760
1,3,0,1,683,528
1,3,0,0,695,686
1,1,4,1,654,673
1,2,0,1,703,652
1,3,0,1,712,735
1,3,0,1,669,751
2,3,0,1,649,671
1,2,0,1,740,749
1,2,0,1,699,710
1,2,0,1,726,737
1,3,0,1,734,836
1,2,0,0,678,650
1,2,3,1,821,696
1,2,0,1,758,724
1,2,0,1,713,662
1,1,4,1,705,709
1,2,0,1,725,738
1,3,0,1,732,730
2,1,4,1,679,682
2,2,0,1,741,734
1,2,0,1,728,750
1,1,4,1,758,836
1,3,0,0,717,784
1,1,4,1,707,716
1,3,0,1,703,664
1,1,4,1,697,584
1,2,3,1,691,672
1,1,4,1,537,699
1,1,4,1,741,782
1,3,0,1,773,836
1,2,0,0,651,676
1,3,0,1,701,711
1,3,0,1,758,760
2,2,0,1,758,673
1,2,1,0,668,689
1,3,0,1,692,754
1,3,0,1,740,836
1,1,4,1,711,667
1,3,0,1,741,735
1,1,3,1,821,703
1,1,4,1,665,676
1,2,0,1,730,763
1,3,0,1,769,784
1,2,3,1,769,769
1,1,4,1,702,754
1,1,4,1,783,758
1,3,0,1,710,760
1,1,4,1,712,746
1,1,1,1,749,741
1,2,0,1,698,737
1,2,0,1,709,708
1,3,0,1,726,716
1,1,4,1,743,702
1,1,4,1,758,763
1,2,0,1,688,743
1,1,4,1,727,741
2,3,0,1,487,613
2,2,0,0,689,646
1,3,0,1,768,713
1,3,0,1,688,694
1,3,0,1,732,700
1,2,0,1,729,836
1,1,4,1,821,778
1,1,4,1,691,836
1,3,1,1,719,715
1,3,0,1,729,701
1,2,0,1,697,756
1,3,0,1,726,738
1,3,0,1,773,742
2,3,0,0,664,696
1,2,0,1,733,723
1,2,1,1,745,760
1,2,0,1,710,716
1,3,0,0,702,697
1,2,0,1,691,669
2,1,4,1,821,699
1,1,1,1,701,739
1,2,0,1,678,726
1,2,0,1,701,624
1,1,4,1,682,666
1,2,0,1,678,745
1,3,0,1,733,713
1,3,1,1,714,763
1,1,4,1,664,735
1,3,0,1,741,732
1,3,0,1,717,763
1,1,4,0,719,647
1,2,3,1,682,661
1,2,0,1,711,684
1,1,4,1,758,759
1,3,0,1,821,716
1,3,0,1,709,737
1,2,0,1,729,528
1,3,0,1,692,726
1,1,4,1,744,701
1,1,4,1,702,684
2,1,4,1,740,662
2,2,0,1,714,703
1,2,0,1,703,784
1,3,3,1,698,836
1,2,0,1,633,649
1,2,3,1,652,721
1,3,1,1,710,760
1,1,4,1,725,784
1,1,4,1,629,621
1,3,0,1,666,719
1,2,0,1,744,751
1,3,0,1,713,677
1,2,0,1,670,682
1,3,0,1,715,728
2,1,4,0,662,621
1,3,0,1,743,731
1,3,0,1,701,697
1,1,4,0,741,836
1,3,0,1,739,700
1,1,4,1,699,713
1,2,0,1,711,715
1,3,0,1,767,714
1,1,4,1,758,721
1,1,4,1,703,760
1,1,3,1,717,695
1,3,0,1,703,738
1,2,0,1,739,763
1,1,4,1,679,739
1,2,0,0,676,680
1,2,0,1,707,673
1,2,0,1,728,785
1,2,0,1,700,677
1,1,4,1,738,711
1,3,0,1,712,748
1,2,0,1,712,744
1,2,0,1,765,716
1,2,0,1,736,722
1,1,4,1,704,778
1,1,4,1,728,721
1,3,0,1,717,725
1,3,0,1,728,703
1,3,0,1,738,763
1,2,0,1,711,717
1,2,0,1,697,667
1,3,0,0,700,717
1,1,4,0,679,698
1,3,0,1,701,717
1,3,1,1,686,836
1,3,0,1,741,716
1,1,4,1,729,763
1,2,0,1,726,720
1,2,0,1,686,703
1,2,0,1,663,591
1,2,0,1,714,771
1,3,0,1,702,740
1,2,0,1,693,750
1,2,0,1,706,734
1,1,4,1,821,836
2,1,4,1,644,628
1,1,4,1,718,729
1,3,3,1,699,672
1,2,0,1,712,836
1,1,4,0,699,761
1,3,0,1,669,750
1,1,4,1,742,767
1,1,4,1,744,763
1,1,4,1,710,681
1,3,3,1,730,765
1,3,0,1,744,722
1,1,1,1,710,750
1,1,4,1,736,765
1,1,4,1,704,697
1,3,0,1,731,781
1,1,3,1,698,723
1,1,4,1,739,755
1,2,0,1,732,700
1,3,0,1,757,731
1,2,0,1,758,794
1,1,4,1,708,705
1,3,0,1,739,750
1,1,4,1,731,734
1,2,0,1,821,794
1,2,0,1,723,750
1,1,4,1,757,718
2,2,1,0,667,686
1,2,0,1,712,782
1,2,1,1,821,764
1,3,0,1,711,750
1,1,4,1,725,785
1,2,3,1,741,710
1,1,4,1,726,742
1,1,4,1,702,720
1,2,3,1,712,764
1,3,0,1,650,712
1,1,4,1,720,682
1,3,0,1,732,765
1,3,0,1,694,668
1,2,0,1,712,733
1,1,4,1,646,528
1,1,4,0,732,734
1,1,4,1,699,740
1,1,4,1,758,836
1,3,0,1,758,836
1,2,0,1,719,751
1,2,2,1,821,796
2,1,4,1,698,723
1,1,4,1,768,763
1,1,4,1,713,719
1,2,0,0,707,703
2,2,0,1,697,727
2,3,0,1,684,735
1,2,0,1,719,745
1,2,0,1,712,784
1,3,0,1,647,719
1,2,0,1,716,761
1,2,0,1,758,755
1,3,0,1,706,708
1,3,2,1,702,745
1,2,0,1,707,706
1,2,0,1,637,722
2,3,0,1,722,698
1,3,0,0,671,714
1,3,0,1,741,742
1,3,0,1,734,745
1,1,4,1,711,710
1,2,0,1,758,716
1,3,0,1,758,702
1,3,0,1,682,707
1,1,3,1,716,745
1,2,0,1,668,741
1,3,0,1,695,700
1,1,4,1,673,690
1,3,0,0,697,645
1,3,0,1,717,735
1,1,4,1,703,729
1,3,0,1,678,738
1,2,3,1,758,724
1,3,0,1,707,728
1,2,3,1,758,760
1,3,0,1,706,698
1,2,0,1,654,700
1,1,4,1,666,836
1,2,0,1,722,728
1,2,0,1,628,604
1,3,0,1,740,761
1,3,0,0,675,693
1,2,0,1,723,794
1,3,0,1,682,771
2,3,0,1,758,740
1,1,4,1,703,735
1,3,0,1,655,686
1,1,1,1,703,714
1,3,0,1,738,760
1,2,0,1,658,689
1,3,0,1,670,684
1,2,0,1,647,710
1,3,0,1,624,686
1,2,0,0,688,719
1,2,0,1,693,692
1,2,0,1,708,731
1,3,0,1,683,725
1,2,0,1,693,725
1,1,4,1,689,713
1,1,4,1,704,700
1,1,4,1,758,717
1,2,1,1,675,720
1,2,0,1,749,738
1,1,4,1,694,684
1,3,0,1,690,734
1,1,4,1,686,698
1,2,0,1,767,699
1,2,0,1,744,734
1,1,4,1,696,703
1,1,4,1,728,782
1,1,1,1,714,784
2,1,4,1,689,693
1,3,0,1,821,719
1,1,4,1,717,770
1,2,1,1,696,707
1,2,0,1,758,739
1,1,4,1,663,706
1,2,0,1,725,711
1,1,4,1,773,836
1,1,4,1,701,752
1,3,0,1,725,760
1,1,4,1,692,760
1,2,3,1,715,746
1,2,0,1,695,722
1,1,4,1,727,782
1,3,0,1,732,699
1,3,0,1,717,794
1,3,0,1,707,718
1,3,0,1,647,695
1,2,0,1,724,709
1,3,0,1,649,750
1,3,2,1,785,760
1,2,0,1,739,836
1,1,4,1,738,785
1,2,2,1,707,669
2,1,3,1,684,674
2,1,4,1,739,741
2,2,0,1,727,750
2,3,0,1,660,677
1,2,0,1,699,751
2,2,0,1,680,684
1,2,0,1,682,695
1,2,1,1,684,755
1,1,4,1,715,696
1,2,0,1,696,712
1,2,0,1,724,690
1,1,4,1,741,745
1,2,0,1,705,652
1,3,0,1,653,700
1,1,4,1,697,731
1,2,2,1,725,763
1,3,3,1,726,781
1,1,4,1,739,692
1,1,4,1,650,667
1,2,3,1,740,836
2,3,0,1,716,724
1,1,4,1,758,782
1,3,0,1,630,706
1,3,0,1,705,750
1,2,0,0,695,741
2,2,3,1,664,717
1,3,0,1,708,738
1,2,3,1,685,711
1,2,0,1,707,731
1,3,0,1,690,721
1,1,1,1,688,698
1,2,0,1,716,682
1,3,0,1,652,680
1,3,0,0,641,695
1,1,4,1,723,753
2,3,0,1,671,690
1,2,0,1,744,736
1,3,0,1,701,836
1,1,4,1,736,726
1,2,2,1,758,836
1,2,0,1,678,745
1,1,4,1,669,655
2,2,0,1,653,708
1,2,0,1,684,674
1,1,4,1,718,712
1,1,4,1,706,748
1,3,0,1,693,729
1,2,0,1,764,760
1,2,0,1,685,688
1,1,1,1,659,682
1,3,0,0,705,740
1,2,0,1,720,836
2,2,0,0,739,725
1,3,0,1,758,732
1,1,4,1,633,746
1,2,0,1,724,745
1,3,3,1,710,763
1,1,4,0,668,691
1,3,0,1,664,726
1,2,0,1,683,679
1,3,0,1,694,654
1,2,0,1,672,709
1,1,4,1,726,676
1,3,0,1,702,674
2,1,4,0,709,713
1,2,0,1,724,794
1,2,0,1,741,836
1,2,0,1,721,701
1,2,0,1,702,681
1,2,1,1,705,731
1,3,0,1,740,657
1,3,0,1,769,736
1,1,4,1,698,778
1,2,0,1,701,720
1,2,0,1,714,704
1,3,1,1,715,715
1,2,0,1,741,694
2,2,3,1,707,676
1,1,4,1,743,767
1,3,0,1,688,737
1,2,0,1,686,736
1,1,4,1,767,785
1,2,0,1,678,703
1,3,0,1,740,714
1,1,4,1,702,721
1,3,1,1,741,728
2,1,4,1,740,731
2,3,0,1,741,679
2,1,4,0,694,706
1,2,1,1,707,785
1,1,4,1,717,716
1,2,0,1,701,778
1,2,0,1,720,741
1,3,0,1,758,794
1,3,0,1,671,702
1,3,0,1,707,724
1,3,0,1,744,731
1,2,0,1,721,738
1,3,0,1,703,635
1,2,0,0,582,560
1,3,0,0,608,673
1,2,0,0,716,680
1,2,0,0,722,700
1,1,2,1,728,712
1,1,4,1,718,836
1,2,3,0,688,739
1,2,3,1,704,681
1,2,2,1,698,741
1,3,1,1,679,715
2,3,3,1,667,622
1,1,4,1,648,700
1,3,0,0,703,734
1,3,0,1,700,735
1,1,4,1,717,705
1,2,1,1,735,736
1,2,0,1,687,725
1,3,0,1,723,756
2,1,4,1,821,741
1,1,3,1,724,745
1,2,0,1,694,698
1,3,0,1,705,687
1,1,4,1,726,696
2,2,0,1,697,684
2,3,3,1,689,672
2,1,4,1,821,754
2,2,0,1,710,696
1,3,0,0,667,674
2,1,2,1,675,624
1,2,0,0,729,781
2,2,0,1,688,760
1,1,4,1,769,782
1,3,0,0,703,727
2,1,4,1,683,675
2,1,2,1,726,743
1,2,0,0,701,738
1,2,0,1,680,694
1,1,4,1,692,710
2,3,1,1,670,705
1,2,0,1,747,778
1,1,1,1,715,718
1,2,0,1,758,719
1,1,4,1,706,703
1,2,0,1,702,602
1,2,0,0,684,711
1,2,0,1,698,719
2,2,0,1,727,698
1,3,0,1,821,782
1,1,4,1,694,704
2,2,0,0,662,528
2,2,0,1,732,710
1,1,4,1,732,713
1,3,0,1,717,717
2,3,0,1,732,782
2,2,0,1,682,646
2,2,0,1,758,709
1,2,0,1,673,710
1,2,0,1,724,733
1,1,4,1,674,730
1,3,0,1,728,836
1,1,4,1,725,690
1,2,0,1,726,722
1,3,0,1,677,756
1,2,0,1,729,836
2,2,0,1,726,718
1,1,4,1,693,771
1,3,3,1,821,744
1,1,4,1,720,658
1,3,0,1,703,712
1,1,4,1,758,794
1,2,0,1,765,742
1,3,0,1,706,748
1,1,1,1,686,687
1,3,0,1,741,836
1,1,4,1,677,702
1,3,0,1,686,722
2,2,0,1,726,767
1,2,0,1,704,701
2,3,0,1,663,635
1,2,0,1,692,723
1,2,0,1,692,734
1,2,0,1,758,738
1,2,0,1,775,763
2,2,0,1,690,740
1,2,0,1,654,528
1,3,2,0,717,675
1,1,4,1,821,763
1,3,0,0,710,722
1,3,0,1,739,694
2,2,1,1,657,681
2,1,4,1,681,696
1,1,4,1,821,763
1,1,4,1,727,737
1,2,0,1,750,730
1,2,0,1,713,744
1,1,4,1,692,757
1,3,2,1,720,695
1,3,0,1,669,682
1,2,0,1,716,749
1,1,4,1,771,756
1,1,4,0,707,714
1,1,4,1,719,753
1,1,4,0,634,701
1,1,4,1,735,736
1,3,1,1,779,750
2,1,3,0,708,646
1,3,0,1,716,784
2,1,4,0,704,678
1,2,3,1,678,713
1,3,0,1,685,745
1,1,4,1,785,724
1,1,4,1,737,700
1,1,4,1,736,699
1,1,4,0,731,594
1,2,0,1,719,705
1,1,4,0,602,703
1,3,0,1,701,723
2,1,4,0,729,727
1,2,0,1,713,690
1,3,0,1,768,730
1,3,0,1,719,722
1,1,4,1,723,836
2,3,0,1,670,664
1,3,2,1,758,764
2,3,3,0,625,528
2,2,0,1,738,656
2,1,4,1,704,669
2,1,4,1,674,734
2,3,0,1,655,700
2,1,4,1,687,696
1,3,0,1,728,752
2,1,4,0,667,720
1,2,0,1,705,699
1,3,0,1,702,741
1,2,0,0,681,697
1,2,0,1,717,669
1,2,0,0,729,730
1,1,4,1,767,720
1,1,4,1,682,764
1,3,0,1,744,728
1,1,4,1,723,836
1,3,0,1,702,719
1,3,0,1,691,727
1,3,0,1,736,794
1,1,4,1,753,724
1,3,0,1,675,652
2,3,1,1,674,690
1,3,0,0,714,741
2,2,0,1,712,756
1,3,3,1,693,688
1,1,4,1,709,756
1,2,0,1,722,683
2,1,4,1,732,674
1,2,0,1,716,736
1,3,3,1,688,724
1,3,0,1,673,717
1,3,0,0,715,785
1,1,4,1,758,771
1,3,0,0,705,750
1,2,3,1,679,647
1,2,0,1,703,721
1,3,0,1,624,528
1,1,4,1,715,778
1,1,1,1,629,695
1,3,0,1,682,836
1,3,0,1,720,744
1,3,0,1,687,736
1,1,4,1,704,740
1,3,0,0,710,755
1,2,0,1,703,713
1,3,0,1,537,690
1,2,0,1,701,761
1,2,0,0,721,836
1,2,0,1,718,742
1,2,0,1,681,697
1,1,2,0,677,556
1,2,0,1,710,731
1,3,0,1,741,699
1,2,0,1,775,686
1,2,0,0,692,725
1,3,0,1,737,778
1,2,0,1,733,836
1,1,1,1,710,713
1,2,0,1,650,666
1,2,0,1,758,750
1,3,0,1,708,745
1,1,4,0,676,724
1,3,0,1,701,723
1,3,0,1,685,755
1,2,0,1,687,715
1,2,0,1,684,761
1,3,0,1,732,736
1,1,1,1,709,718
1,1,3,0,525,693
1,2,0,0,717,712
1,1,4,1,740,741
2,2,3,1,681,698
1,2,0,0,641,686
1,3,0,1,694,729
2,1,4,0,719,681
1,2,0,0,634,630
1,1,4,1,646,741
1,3,0,1,690,745
2,2,3,0,669,669
1,2,0,1,758,734
1,3,0,1,719,729
1,2,0,1,676,682
2,2,0,1,695,742
1,1,1,1,765,758
1,2,2,1,700,716
1,3,0,0,758,667
1,1,4,1,647,731
1,1,4,1,693,736
1,3,0,1,712,717
1,1,4,1,727,755
1,2,0,1,695,702
1,3,0,1,689,670
1,1,4,1,714,734
1,1,4,1,765,771
1,1,4,1,726,639
1,2,0,1,739,715
1,2,0,1,704,702
3,1,4,1,698,703
1,2,3,1,688,660
1,3,0,1,694,691
1,2,0,1,693,740
2,1,4,1,692,711
3,2,0,0,694,744
1,2,0,1,758,699
1,2,0,1,695,715
1,2,0,1,731,711
1,2,0,1,665,729
1,1,4,1,740,580
1,3,0,1,758,742
1,3,0,1,721,731
1,3,0,1,726,713
1,3,0,1,758,778
1,2,0,1,711,701
1,2,0,1,696,778
1,2,0,1,702,726
1,2,0,1,725,729
1,2,2,1,724,761
1,3,0,1,702,720
1,3,0,1,747,675
1,3,0,1,660,713
1,3,0,1,700,836
1,3,0,1,704,718
1,3,0,1,714,750
1,3,0,1,719,741
1,3,0,1,640,732
1,1,4,1,758,720
1,3,0,1,653,665
1,3,0,1,573,528
1,1,4,1,710,732
1,1,4,1,639,750
1,2,1,1,717,711
1,1,2,1,714,725
1,1,4,1,699,694
1,3,0,1,676,731
1,1,4,1,704,685
1,2,2,0,719,750
1,3,0,1,727,667
1,1,1,1,647,669
